AKU89597.1,AAU05358.1,AAS99314.1,AAS99260.1,AAS99279.1,AAS99258.1,AKU89601.1,ACB55311.1,AAS99310.1,AGA15924.1,AAS99301.1,AAS99288.1,AAZ79676.1,AAS99307.1,YP_077183.1,ACB55317.1,AAS99300.1,ACB55304.1,AAO88194.1,AAO88183.1,AAS99298.1,AHK22793.1,AAS99243.1,AAO88200.1,YP_077178.1,AKU89600.1,AAO88201.1,AAU05372.1,AAS99308.1,AAS99241.1,AAS99287.1,AAS99262.1,AAU05360.1,ACB55301.1,AAS99249.1,AAS99289.1,AAS99251.1,AKU89602.1,AAS99275.1,AAS99268.1,AAO88188.1,AAS99296.1,ACB55310.1,AAS99257.1,YP_680426.1,ACB55305.1,AAO88203.1,ACB55312.1,AAB95452.1,AAS99313.1,AAO88184.1,AAU05368.1,AAO88187.1,AAS99286.1,AAT48615.1,AAT48613.1,AAS99259.1,AAS99283.1,AAS99245.1,AAS99311.1,AAS99264.1,NP_043941.1,AAS99248.1,AAO88198.1,AAS99290.1,AAO88189.1,AAS99261.1,AAR07955.1,AAO88205.1,AAS99276.1,AAS99297.1,AAS99239.1,AAS99253.1,AKU89596.1,AAS99277.1,AAS99247.1,AKU89598.1,AAS99305.1,AAO88202.1,AAS99242.1,AAS99255.1,AAO88199.1,AAU05362.1,AAS99238.1,ACB55315.1,AAS99280.1,AAO88191.1,AAS99294.1,AOL02447.1,AAS99269.1,AAO88197.1,AKU89603.1,ABA71699.1,AAO88208.1,ACB55313.1,pdb|4IOV|A,AAS99285.1,AAO88185.1,AAU05370.1,AAO88206.1,AAT46339.1,AGA15925.1,AAS99306.1,ACB55306.1,ACB55309.1,AAS99278.1,AAS99274.1,AKU89599.1,AAS99271.1,YP_077180.1,AAT46337.1,AAO88186.1,AAU05364.1,AAS99284.1,AAS99282.1,AAS99265.1,3J1Q_A,AGA15926.1,AAO88193.1,AAO88190.1,NP_049542.1,AAS99312.1,AAS99309.1,AAO88196.1,AAS99254.1,ABA71701.1,AAS99250.1,ACB55307.1,AAS99246.1,AAS99293.1,ACB55308.1,AAO88207.1,AAS99270.1,AKU89595.1,AAS99302.1,AAS99240.1,ACB55302.1,NP_044927.1,AAS99263.1,ABI16639.1,AAS99252.1,AAS99291.1,ACB55303.1,AAS99266.1,AGA15927.1,YP_068409.1,AAS99281.1,AAO88209.1,AAS99304.1,AAS99273.1,ACB55314.1,AAO88204.1,AAB95450.1,AAS99303.1,AAS99256.1,AAO88192.1,AAS99292.1,AAS99267.1,AAZ79672.1,APD78414.1,AAU05371.1,AAO88195.1,ABZ10812.1,AAS99299.1,AAS99295.1,ACB55316.1,AAS99244.1
1952,2136,1894,2047,2099,2001,1977,1838,1927,1801,1864,1814,366,1986,306,1789,2136,2246,2012,1789,2178,322,1747,1983,1893,1976,1920,2136,2030,1725,2014,2240,2073,3042,1732,1836,1736,2359,2136,1880,521,3091,3297,1710,2239,1954,1953,2030,1873,2119,2009,2124,419,1579,306,219,1785,2181,1845,1725,1791,1864,1694,1848,1786,521,2086,348,1800,1965,1970,2030,2010,2001,1998,1648,1924,2117,2063,1780,1798,2079,2160,1988,2041,1791,1788,3097,628,2059,1806,2305,3146,1814,1838,562,1838,2014,2119,1859,562,1732,1664,2079,0,2111,1934,1917,1712,1844,1838,2021,2196,2181,1837,1904,2079,385,1820,1918,3324,1705,2184,1835,1771,3192,1782,2239,1967,2185,3476,2196,2080,2020,1992,1974,3034,625,2239,619,1938,2975,3051,2048,2017,400,1837,1880,2108,2002,1850,1922,3025,2175,1664,2007,3420,1690,591,3022,2106,1983,1926,2034,2184,1792,1838
2012,3062,2435,2577,3145,1890,1805,1884,2938,1935,2506,1864,308,2588,304,2058,2666,2345,1650,2058,3137,320,1782,1958,1661,1989,1895,3070,2636,2043,2572,2810,3021,2091,1811,1884,1793,2461,3048,2419,545,1734,1927,1683,3265,1558,1557,1742,2344,2726,1687,3047,442,1603,304,263,1833,3198,1785,1740,1567,2331,1730,1825,1826,544,2513,301,1495,2507,3101,2058,1898,2070,2701,1861,1961,3124,1661,1757,1852,1683,3140,2096,1903,2337,1648,1843,608,2967,1722,2515,1956,1800,1886,585,1886,1730,2693,1601,585,1928,1656,1683,2111,0,2935,1972,2614,1785,1886,1726,3205,3198,1625,2373,2247,328,1854,1888,1927,1719,3212,1670,1848,1934,1897,3285,1830,2994,2111,2336,2638,2061,2602,2085,2100,645,3227,652,1794,1772,2100,2603,1798,333,1625,1855,3035,2910,1894,1586,2091,3094,1678,1617,2078,1754,555,2091,3023,1958,2453,2987,3169,1869,1886
1794,3277,2203,2345,2877,1746,1666,1666,2785,1823,2334,1820,312,2356,297,1840,2434,2250,1511,1840,2885,313,1672,1740,1522,1778,1677,3247,2404,1825,2342,2578,3192,1923,1767,1840,1749,2289,3263,2235,512,1558,1750,1639,3002,1419,1418,1603,2285,2492,1548,3224,409,1559,297,256,1789,2935,1741,1696,1414,2271,1686,1607,1782,511,2281,301,1356,2275,2808,1840,1754,1852,2896,1817,1743,2863,1522,1539,1808,1544,3200,1952,1759,2103,1430,1666,593,3182,1504,2405,1788,1656,1842,552,1842,1591,2507,1493,552,1816,1484,1544,1934,2935,0,1754,2827,1741,1842,1587,2980,2935,1472,2183,2237,313,1636,1670,1750,1675,2991,1549,1811,1766,1853,3017,1686,2731,1893,2232,2406,1958,2370,1941,1923,597,3068,656,1650,1595,1923,2415,1638,318,1472,1637,2890,3125,1850,1438,1923,2875,1758,1478,1860,1536,556,1923,3143,1740,2321,2766,2917,1825,1842
2956,1954,1663,1933,1917,2326,2619,3083,1785,1536,1718,2957,391,1869,338,2459,1952,2102,2313,2452,1952,345,2961,2879,2385,2819,3062,1954,1923,2451,1884,1952,1930,2224,3006,3037,3002,2506,1954,1795,705,1962,2095,2859,2057,2028,2007,2315,1870,1999,2206,1945,601,2686,338,255,3061,2000,2716,2895,1995,1861,2955,2977,3015,705,1950,409,1924,1890,1877,2739,2324,2853,1775,2869,3073,1961,2216,2902,3076,2224,1978,2737,2339,1715,2359,1643,652,1891,2584,2309,2124,2947,3068,746,3077,2299,1987,2287,746,1585,2784,2224,1917,1972,1754,0,1589,2712,3077,2299,2057,2000,1975,1741,2403,333,3053,3004,2095,2906,2057,2411,3024,2102,3013,2057,2266,1939,1917,2061,1988,2563,1873,2726,2233,647,2057,556,2256,1930,2233,1961,1751,347,1951,3008,1869,1862,3098,2063,2224,1938,2489,2352,1881,2768,495,2224,1947,2938,2024,1815,2047,3097,3032
1629,3032,2152,2174,2632,1581,1501,1501,2510,1731,1950,1655,237,2109,266,1675,2186,2007,1370,1675,2642,282,1507,1533,1357,1613,1512,3003,2233,1660,2095,2331,2998,1742,1609,1675,1611,2091,3018,2015,380,1503,1573,1474,2755,1454,1453,1440,2103,2248,1398,2979,350,1525,266,221,1624,2688,1576,1531,1301,2089,1521,1442,1673,350,2034,306,1210,2027,2506,1675,1589,1687,2651,1652,1578,2666,1337,1374,1643,1359,2955,1787,1594,1860,1223,1444,426,3015,1309,2165,1607,1491,1677,391,1677,1428,2259,1297,391,1771,1273,1359,1712,2614,2827,1589,0,1576,1677,1440,2732,2688,1356,1946,2002,198,1471,1512,1573,1581,2778,1354,1639,1585,1688,2772,1521,2484,1669,1957,2159,1768,2122,1776,1742,473,2820,382,1485,1418,1742,2214,1542,192,1356,1472,2643,2880,1685,1203,1742,2631,1469,1335,1636,1460,403,1742,2927,1533,2139,2526,2674,1660,1677
2714,1941,1494,1801,1730,2237,2409,2593,1635,1479,1607,2734,373,1727,354,2276,1857,2042,2204,2276,1765,361,2574,2524,2264,2584,2625,1941,1781,2392,1754,1830,1917,2073,2644,2716,2660,2305,1941,1653,655,1843,1975,2580,1870,2041,2020,2276,1808,1857,2170,1932,551,2410,354,271,2699,1813,3318,2574,1913,1798,2593,2539,2694,655,1781,370,1869,1748,1690,2452,2230,2524,1773,2557,2834,1792,2161,2484,2714,2169,1965,2545,2250,1583,2208,1570,680,1878,2221,2176,2004,2607,2770,696,2756,2260,1855,2204,696,1513,2366,2169,1844,1785,1741,2712,1576,0,2756,2260,1870,1813,1879,1599,2655,354,2563,2602,1975,2585,1870,2145,2778,1982,2687,1870,2177,1752,1844,2001,1856,2467,1713,2513,2082,613,1870,567,2161,1806,2082,1819,1707,329,1855,2597,1761,1849,2750,2008,2073,1751,2329,2241,1808,2350,495,2073,1839,2539,1833,1628,1860,2735,2741
2757,2042,1584,1847,1831,2344,2599,3225,1737,1490,1632,3302,391,1783,338,2287,1866,2088,2314,2287,1866,345,3242,2928,2362,2626,3087,2042,1837,2276,1800,1866,2018,2145,2884,3381,2880,2420,2042,1709,702,1884,2016,2789,1971,2025,2004,2312,1872,1913,2203,2033,598,2663,338,255,2939,1914,2759,3242,1871,1862,2834,3036,3362,702,1864,405,1924,1804,1791,2697,2333,2754,1862,2757,2844,1876,2213,2964,2961,2221,2066,2769,2361,1628,2325,1563,651,1979,2553,2301,2045,3046,3415,743,3424,2296,1901,2264,743,1490,2846,2221,1838,1886,1842,3077,1677,2756,0,2296,1971,1914,1849,1655,2436,333,3195,3051,2016,3253,1971,2548,2902,2023,2922,1971,2288,1853,1838,2047,1902,2548,1787,2757,2154,646,1971,556,2235,1859,2154,1875,1666,344,1849,3036,1862,1950,2976,2061,2145,1852,2553,2350,1805,2778,495,2145,1940,3000,1942,1729,1961,2975,3360
2318,1787,1496,1756,1671,2534,2835,2220,1593,1461,1528,2236,407,1682,315,1982,1778,2034,2631,1982,1720,322,2206,2167,2719,2213,2300,1787,1739,1970,1719,1778,1763,2258,2123,2295,2156,2265,1787,1628,705,2005,2199,2098,1811,2544,2523,3341,1769,1812,3232,1780,601,2001,315,219,2178,1754,2268,2152,1737,1760,2082,2226,2235,705,1763,386,2411,1732,1635,2209,2543,2401,1643,2004,2292,1733,2515,2140,2194,2703,1811,2256,2574,1516,2152,1772,634,1726,2001,2151,2202,2269,2288,746,2297,3288,1810,2625,746,1491,2024,2711,2021,1726,1587,2299,1440,2260,2296,0,1811,1754,1717,1609,1913,363,2190,2299,2199,2130,1811,2143,2146,2228,2204,1811,2498,1758,2021,1993,1811,2281,1641,2243,2267,648,1811,558,2491,2016,2267,1774,1683,369,1717,2249,1759,1695,2229,2441,2258,1747,2124,2821,1985,2046,505,2258,1780,2176,1829,1583,1788,2214,2297
2097,3182,2522,2675,3221,1975,1890,1969,3094,2063,2511,1949,392,2686,350,2143,2753,2473,1735,2143,3225,366,1867,2043,1746,2081,1980,3152,2734,2128,2670,2897,3141,2219,1896,1969,1878,2599,3168,2607,553,1862,2055,1768,3355,1643,1642,1827,2482,2811,1772,3129,450,1688,350,263,1918,3288,1870,1825,1695,2469,1815,1910,1911,552,2600,347,1514,2648,3080,2143,1983,2155,2813,1946,2046,3216,1746,1842,1937,1768,3260,2181,1988,2433,1733,1928,654,3087,1807,2653,2084,1885,1971,593,1971,1815,2780,1686,593,2056,1741,1768,2196,3205,2980,2057,2732,1870,1971,1811,0,3288,1753,2458,2318,404,1939,1973,2055,1804,3344,1755,1933,2062,1982,3361,1915,3084,2153,2423,2736,2189,2689,2170,2228,654,3311,652,1879,1900,2228,2690,1926,409,1753,1940,3156,3030,1979,1612,2219,3214,1763,1702,2120,1839,556,2219,3152,2043,2592,3075,3257,1954,1971
2040,3137,2506,2647,3214,1918,1833,1912,3036,2006,2530,1892,392,2671,349,2086,2719,2407,1678,2086,3249,365,1810,1986,1689,2024,1923,3156,2699,2071,2642,2881,3096,2162,1839,1912,1835,2532,3123,2534,512,1805,1998,1711,3376,1586,1585,1770,2415,2777,1715,3116,450,1631,349,262,1861,3442,1813,1823,1638,2402,1771,1853,1854,552,2584,320,1471,2560,3083,2086,1926,2098,2777,1889,1989,3221,1689,1785,1880,1711,3215,2124,1931,2423,1721,1916,654,3043,1750,2586,2027,1828,1914,552,1914,1758,2746,1629,552,1999,1684,1711,2181,3198,2935,2000,2688,1813,1914,1754,3288,0,1686,2441,2339,404,1882,1916,1998,1750,3287,1698,1876,2005,1925,3354,1858,3106,2138,2357,2708,2132,2655,2113,2171,600,3304,647,1822,1847,2171,2673,1869,409,1686,1883,3135,2985,1922,1555,2162,3186,1706,1645,2105,1782,517,2162,3098,1986,2524,3096,3279,1897,1914
2040,1674,1585,1784,1613,1718,1752,1894,1485,1428,1554,1827,406,1676,253,1795,1806,1860,1677,1795,1692,260,1755,1928,1680,2052,1924,1674,1784,1741,1701,1753,1653,1799,1851,1839,1827,1900,1674,1618,518,1653,1786,1796,1753,1599,1598,1733,1713,1806,1724,1677,433,1709,253,201,1855,1686,1881,1731,3305,1704,1753,1854,1825,477,1704,378,1481,1695,1547,1938,1723,1882,1609,1704,2015,1644,1658,1804,1877,1666,1674,1854,1723,1567,1595,1598,570,1652,1768,1831,1799,1823,1849,518,1849,1718,1847,1589,518,1430,1710,1666,1837,1625,1472,1975,1356,1879,1849,1717,1753,1686,0,1695,2094,430,1866,1938,1786,1743,1721,1674,1838,1777,1877,1753,1662,1748,1794,1819,1767,1877,1662,1804,1799,668,1753,460,1627,1631,1799,1763,1614,441,3320,1914,1672,1561,1906,1506,1799,1734,1558,1691,1761,1719,515,1799,1644,1907,1826,1584,1752,1891,1849
1879,2385,2620,2864,2361,1590,1629,1735,2190,1712,2704,1633,353,2868,266,1936,2944,1949,1477,1936,2403,266,1564,1708,1489,1836,1664,2392,2876,1921,2897,2834,2333,1842,1567,1653,1537,2111,2371,2795,483,1546,1739,1518,2508,1393,1392,1635,2425,3094,1614,2378,374,1480,266,169,1592,2441,1599,1509,1637,2444,1490,1599,1596,470,2641,280,1270,2777,2325,1773,1585,1815,2340,1605,1849,2397,1490,1532,1629,1512,2411,1687,1591,2601,1454,1646,533,2309,1652,2146,1742,1563,1655,511,1655,1623,2928,1439,511,1666,1438,1512,1904,2373,2183,1741,1946,1599,1655,1609,2458,2441,1695,0,1965,360,1735,1657,1739,1488,2446,1476,1592,1720,1641,2501,1535,2468,1859,1899,2893,1970,2862,1676,1851,587,2499,554,1503,1581,1851,3162,1556,371,1695,1650,2427,2272,1638,1356,1842,2483,1563,1455,1823,1530,478,1842,2355,1708,2650,2284,2435,1614,1654
2349,2439,1876,2125,2244,1958,2023,2256,2090,1552,1931,2414,373,2112,349,1920,2188,2288,1963,1920,2288,365,2254,2361,1904,2249,2298,2458,2139,1958,2098,2167,2398,2002,2366,2396,2350,2275,2439,1995,505,1763,1895,2271,2406,1862,1861,1929,2011,2235,1823,2439,402,2101,349,275,2390,2339,2655,2256,2036,2001,2284,2228,2376,504,2165,370,1733,2081,2113,2166,1971,2205,2224,2266,2423,2253,1979,2158,2412,1987,2439,2257,1975,1933,1965,1815,655,2345,2122,2362,1933,2277,2436,545,2436,1913,2201,1844,545,1561,2057,1987,2079,2247,2237,2403,2002,2655,2436,1913,2318,2339,2094,1965,0,403,2226,2291,1895,2269,2317,2109,2404,1911,2378,2384,1902,2265,2036,2238,2162,2328,2109,2240,2002,607,2388,628,1879,1805,2002,2171,1763,408,2070,2258,2264,2308,2451,1831,2002,2243,2102,1929,2003,2028,548,2002,2305,2361,2025,2140,2382,2426,2421
345,389,288,389,404,345,363,333,416,534,313,314,785,401,255,345,389,404,376,345,404,255,333,375,336,345,333,389,389,384,373,389,389,360,312,331,315,349,389,389,128,220,343,296,404,338,338,363,386,389,363,389,128,176,255,194,288,404,315,333,437,386,300,333,333,128,388,170,245,389,337,347,343,367,389,300,315,344,357,318,288,357,404,345,345,380,333,370,436,381,337,394,360,333,333,128,333,363,389,309,128,534,318,357,385,328,313,333,198,354,333,363,404,404,430,360,403,0,333,333,343,332,372,342,354,360,313,404,345,404,385,372,389,349,389,332,343,194,404,140,344,342,343,353,533,2066,430,333,413,379,315,307,360,398,296,315,385,317,283,360,364,375,393,396,404,315,333
2735,1836,1643,1845,1799,2240,2491,3382,1667,1473,1630,3075,391,1781,318,2255,1864,1979,2206,2255,1834,325,3079,2902,2256,2594,3060,1836,1835,2247,1796,1864,1812,2115,2687,3155,2682,2398,1836,1707,705,1865,1998,2618,1939,1920,1899,2206,1782,1911,2105,1827,601,2538,318,235,2741,1882,2566,3013,1886,1773,2635,3012,3133,705,1862,395,1816,1802,1898,2711,2232,2732,1697,2557,2827,1843,2108,2938,2774,2116,1860,2668,2253,1765,2312,1550,628,1773,2590,2201,2015,2945,3186,746,3195,2190,1899,2158,746,1466,2820,2116,1820,1854,1636,3053,1471,2563,3195,2190,1939,1882,1866,1735,2226,333,0,3027,1998,3024,1939,2447,2704,1993,2724,1939,2180,1862,1820,1938,1900,2455,1785,2657,2124,646,1939,556,2127,1834,2124,1873,1642,347,1866,3027,1789,1744,2778,1955,2115,1858,2364,2245,1784,2752,477,2115,1829,2973,1936,1699,1929,2777,3102
2760,1870,1586,1849,1833,2256,2458,3057,1702,1487,1634,2991,391,1785,303,2290,1868,2014,2267,2290,1872,310,2936,3247,2354,2629,3309,1870,1839,2278,1800,1868,1846,2155,2698,3015,2701,2423,1870,1718,705,1963,2096,2673,1973,2013,1992,2308,1786,1915,2199,1861,601,2476,303,220,2753,1916,2609,2873,1958,1777,2648,3264,2990,705,1866,405,1880,1806,1793,2727,2248,2696,1690,2569,2851,1877,2172,3187,2768,2180,1894,2725,2269,1630,2502,1643,651,1807,2781,2225,2125,3194,3043,746,3052,2292,1903,2256,746,1492,3069,2180,1918,1888,1670,3004,1512,2602,3051,2299,1973,1916,1938,1657,2291,333,3027,0,2096,2885,1973,2697,2716,2103,2723,1973,2196,1855,1918,1973,1904,2479,1789,2688,2164,646,1973,556,2155,1928,2164,1877,1668,347,1938,3256,1785,1778,2790,2019,2155,1854,2339,2309,1882,3000,495,2155,1863,3222,1940,1731,1963,2789,2970
2130,1952,1713,1863,1915,2179,2155,2016,1790,1759,1680,1992,366,1802,294,1968,1952,2157,2004,1968,1994,301,1925,1966,2071,2155,2098,1952,1846,1852,1830,2057,1889,3221,1879,2014,1914,2538,1952,1739,698,3270,3476,1888,2055,1944,1923,2208,1886,1935,2187,1940,595,1757,294,198,1963,1998,1986,1903,1808,1877,1872,2014,1964,699,1903,367,1792,1826,1841,2153,2188,2180,1814,1760,2102,1976,2055,1958,1976,2071,1976,2111,2219,1607,1780,2914,600,1875,1798,2332,3325,1983,2007,740,2016,2192,1935,1999,740,1690,1842,2071,3324,1927,1750,2095,1573,1975,2016,2199,2055,1998,1786,1739,1895,343,1998,2096,0,1879,2055,1827,1902,3371,1960,2055,2145,2002,3279,2107,1934,2199,1808,2097,3213,662,2055,580,2116,3074,3230,1897,1975,358,1786,2049,1924,1839,2028,1914,3204,1991,1833,2185,3223,1864,580,3201,1945,1975,1984,1850,2001,1970,2016
2586,1875,1444,1680,1664,2173,2428,3054,1570,1394,1508,3153,391,1616,327,2116,1699,1921,2177,2116,1864,334,3093,2762,2195,2455,2920,1875,1670,2105,1633,1699,1851,1974,2713,3232,2781,2249,1875,1542,628,1747,1879,2622,1804,1962,1941,2146,1732,1746,2037,1866,595,2492,327,255,2768,1750,2588,3187,1765,1722,2663,2870,3213,626,1697,405,1877,1637,1632,2526,2162,2583,1745,2586,2673,1709,2077,2797,2790,2085,1899,2598,2190,1511,2158,1491,579,1812,2387,2130,1908,2879,3266,667,3275,2130,1734,2097,667,1394,2679,2085,1705,1719,1675,2906,1581,2585,3253,2130,1804,1750,1743,1488,2269,332,3024,2885,1879,0,1804,2382,2731,1886,2751,1804,2117,1686,1705,1880,1735,2377,1620,2586,1983,601,1804,480,2064,1746,1983,1708,1570,343,1743,2869,1695,1783,2805,1925,1974,1685,2382,2214,1672,2687,495,1974,1773,2833,1802,1562,1794,2804,3160
2097,3196,2510,2652,3232,1975,1890,1969,3095,2031,2499,1949,392,2663,350,2143,2741,2441,1703,2143,3224,366,1867,2011,1746,2081,1980,3166,2711,2128,2647,2885,3155,2219,1896,1969,1878,2589,3182,2512,553,1862,2055,1768,3354,1611,1610,1827,2440,2799,1772,3143,450,1688,350,263,1918,3287,1870,1825,1663,2427,1815,1910,1911,552,2588,347,1482,2600,3080,2143,1983,2155,2815,1946,2046,3250,1714,1842,1937,1736,3274,2181,1988,2410,1701,1916,622,3101,1775,2611,2084,1885,1971,593,1971,1815,2768,1686,593,2024,1741,1736,2184,3212,2991,2057,2778,1870,1971,1811,3344,3287,1721,2446,2317,372,1939,1973,2055,1804,0,1723,1933,2062,1982,3372,1915,3083,2141,2391,2713,2189,2677,2170,2228,622,3310,620,1879,1900,2228,2701,1894,377,1721,1940,3148,3044,1979,1580,2219,3215,1763,1702,2108,1839,545,2219,3169,2011,2549,3074,3256,1954,1971
2185,1749,1438,1627,1615,2054,2209,2477,1588,1373,1412,2488,371,1563,295,1764,1646,1875,2285,1764,1654,311,2433,2802,2139,2072,2728,1749,1617,1794,1650,1646,1725,1889,2212,2531,2180,2023,1749,1558,544,1712,1827,2216,1755,2316,2295,2159,1646,1693,2050,1740,440,2031,295,220,2239,1698,2152,2392,1694,1637,2134,2751,2487,544,1644,381,2132,1613,1576,2267,2063,2145,1624,2129,2228,1618,2447,2605,2254,2483,1755,2288,2094,1477,2090,1589,645,1688,2724,2051,1833,2697,2540,585,2549,2120,1691,2079,585,1373,2489,2483,1835,1670,1549,2411,1354,2145,2548,2143,1755,1698,1674,1476,2109,342,2447,2697,1827,2382,1723,0,2245,1859,2219,1755,2080,1692,1835,1834,1682,2061,1567,2294,1895,595,1755,647,1983,1704,1895,1622,1549,356,1674,2674,1703,1657,2276,2294,1889,1691,1955,2363,1799,2419,505,1889,1720,2871,1656,1517,1745,2275,2481
2704,2004,1514,1784,1793,2217,2392,2734,1705,1440,1569,2880,369,1720,320,2266,1803,2040,2156,2263,1828,327,2720,2638,2232,2587,2774,2004,1788,2373,1737,1803,1980,2031,3247,2862,3223,2310,2004,1646,655,1770,1902,3017,1933,1944,1923,2162,1816,1850,2053,1984,551,2910,320,237,3315,1876,2704,2720,1872,1806,3176,2689,2840,655,1805,348,1772,1741,1753,2531,2215,2546,1825,3144,2821,1870,2064,2633,3297,2072,2028,2603,2230,1566,2209,1519,680,1941,2339,2194,1931,2756,2916,696,2902,2146,1838,2179,696,1489,2515,2072,1771,1848,1811,3024,1639,2778,2902,2146,1933,1876,1838,1592,2404,354,2704,2716,1902,2731,1933,2245,0,1909,3234,1933,2157,1815,1771,1999,1839,2441,1724,2592,2040,606,1933,567,2137,1753,2040,1812,1651,329,1814,2743,1824,1912,3319,1911,2031,1814,2674,2162,1735,2499,495,2031,1902,2688,1844,1698,1923,3351,2888
2137,1968,1694,1840,1922,2208,2184,2023,1797,1776,1661,1999,366,1783,311,1997,1933,2164,2029,1997,2001,318,1932,1973,2100,2162,2105,1968,1823,1881,1811,2038,1905,3334,1886,2021,1921,2545,1968,1720,697,3138,3344,1861,2062,1973,1952,2237,1876,1916,2182,1956,594,1764,311,215,1970,2005,1993,1910,1799,1867,1879,2021,1963,698,1884,367,1821,1829,1848,2160,2217,2187,1830,1767,2109,1983,2084,1965,1983,2100,1983,2118,2248,1588,1787,2804,630,1887,1805,2339,3434,1990,2014,739,2023,2221,1916,2028,739,1745,1849,2100,3192,1934,1766,2102,1585,1982,2023,2228,2062,2005,1777,1720,1911,360,1993,2103,3371,1886,2062,1859,1909,0,1967,2062,2174,2009,3147,2114,1915,2206,1789,2104,3300,661,2062,592,2145,2942,3317,1878,2030,375,1777,2056,1931,1855,2035,1943,3317,1998,1806,2214,3091,1871,558,3314,1961,1982,1974,1832,2008,1977,2023
2760,2053,1563,1833,1842,2275,2450,2754,1747,1444,1618,2900,373,1769,318,2360,1852,2051,2153,2357,1877,325,2740,2598,2262,2643,2781,2053,1837,2352,1786,1852,2029,2089,3216,2909,3212,2368,2053,1695,702,1828,1960,3006,1982,1936,1915,2220,1888,1899,2111,2033,598,2957,318,237,3271,1925,2691,2749,1897,1878,3165,2696,2860,702,1850,360,1764,1790,1802,2564,2273,2605,1874,3122,2830,1887,2056,2640,3286,2064,2077,2636,2288,1615,2147,1508,618,1990,2303,2245,1989,2740,2913,743,2922,2211,1887,2164,743,1493,2522,2064,1782,1897,1853,3013,1688,2687,2922,2204,1982,1925,1877,1641,2378,313,2724,2723,1960,2751,1982,2219,3234,1967,0,1982,2215,1869,1782,2010,1888,2499,1773,2634,2098,644,1982,553,2195,1795,2098,1861,1617,327,1853,2727,1873,1961,3308,1903,2089,1863,2648,2192,1746,2506,495,2089,1951,2657,1924,1743,1972,3307,2908
2097,3222,2565,2707,3311,1975,1890,1969,3098,2063,2554,1949,392,2718,350,2143,2796,2473,1735,2143,3291,366,1867,2043,1746,2081,1980,3230,2766,2128,2702,2940,3181,2219,1896,1969,1878,2589,3208,2549,553,1862,2055,1768,3421,1643,1642,1827,2472,2854,1772,3207,450,1688,350,263,1918,3354,1870,1825,1695,2459,1815,1910,1911,552,2643,347,1514,2637,3153,2143,1983,2155,2844,1946,2046,3280,1746,1842,1937,1768,3300,2181,1988,2465,1733,1971,654,3127,1807,2643,2084,1885,1971,593,1971,1815,2823,1686,593,2056,1741,1768,2239,3285,3017,2057,2772,1870,1971,1811,3361,3354,1753,2501,2384,404,1939,1973,2055,1804,3372,1755,1933,2062,1982,0,1915,3150,2196,2423,2768,2189,2732,2170,2228,654,3383,652,1879,1900,2228,2733,1926,409,1753,1940,3191,3070,1979,1612,2219,3250,1763,1702,2163,1839,556,2219,3183,2043,2581,3141,3323,1954,1971
2276,1886,1578,1665,1775,3352,2741,2210,1753,1557,1481,2266,389,1591,349,1980,1714,2158,2251,1980,1820,357,2197,2071,2764,2195,2219,1886,1664,1972,1688,1854,1862,2309,2134,2280,2133,2312,1886,1592,696,2008,2145,2096,1915,2180,2159,2514,1702,1721,2417,1886,592,2011,349,253,2192,1858,2180,2140,1682,1693,2100,2202,2226,696,1674,366,2011,1641,1739,2371,3290,2319,1742,2007,2251,1832,2131,2078,2212,2307,1910,2461,3373,1575,1899,1718,611,1825,1916,2286,2148,2188,2279,737,2288,2498,1721,2646,737,1590,1962,2308,1967,1830,1686,2266,1521,2177,2288,2498,1915,1858,1662,1535,1902,345,2180,2196,2145,2117,1915,2080,2157,2174,2215,1915,0,1862,1967,2117,1720,2297,1595,2465,2318,642,1915,552,3128,1988,2318,1695,1767,356,1662,2168,1858,1773,2260,2120,2309,1851,2464,2440,1934,1991,502,2309,1879,2095,1750,1687,1915,2225,2287
1958,2933,2422,2461,3010,1922,1837,1892,2822,1909,2292,1831,392,2472,350,1913,2533,2344,1682,1913,3084,366,1759,1925,1693,1942,1862,2952,2513,1898,2456,2695,2892,2166,1778,1851,1760,2428,2919,2303,553,1809,2002,1650,3172,1590,1589,1774,2220,2591,1719,2912,450,1670,350,263,1800,3106,1752,1707,1691,2207,1700,1792,1793,552,2487,347,1461,2374,2920,2128,1930,2016,2769,1833,1928,3017,1693,1724,1819,1715,3011,2042,1935,2260,1625,1917,638,2839,1790,2482,2031,1767,1853,593,1853,1765,2582,1633,593,1902,1623,1715,2185,2994,2731,1939,2484,1752,1853,1758,3084,3106,1748,2468,2265,404,1862,1855,2002,1686,3083,1692,1815,2009,1869,3150,1862,0,2142,2294,2522,2028,2469,2031,2175,654,3100,652,1826,1847,2175,2487,1873,409,1748,1822,3052,2781,1861,1559,2166,3103,1645,1649,2109,1721,556,2166,2894,1925,2329,2939,3118,1836,1853
